rmse,mae,mape,mase,model,fold,n_test,arm
21.03822919088491,15.783487391470915,11.380424928253376,0.9149022730740233,ridge,0,64,full_dense
17.21606255086271,12.151999297510564,8.471189497515997,0.7044002066168367,random_forest,0,64,full_dense
18.476873620371236,13.486203851699829,9.13422372484628,0.7817384240270838,xgboost,0,64,full_dense
15.12414294258726,11.568319972476148,8.473547440319107,0.6705667750072377,cnn,0,64,full_dense
14.445417841909483,11.170254868625085,8.492581890798743,0.6474926178636405,lstm,0,64,full_dense
13.9470122714812,10.424563423883725,8.046398585133849,0.6042680261821856,gru,0,64,full_dense
15.042148943547643,11.20135950329949,8.610400552972553,0.6492956225013943,rnn,0,64,full_dense
33.743654218237836,18.15,21.43764349610528,1.0691261923247874,persistence,1,64,full_dense
36.7334125830966,20.762500000000003,23.10690702658165,1.2230155684927495,seasonal_naive_15,1,64,full_dense
77.89357712707064,64.08457107843137,73.06035938746707,3.7749032211487896,drift,1,64,full_dense
44.94696735783925,37.3065,39.00680446343849,2.197540291678495,rolling_mean_15,1,64,full_dense
49.51616836311511,40.519333740831286,45.295011911211816,2.3867923414805645,train_mean,1,64,full_dense
24.545689947507533,16.67907497026772,17.710876977268203,0.9824813176012119,ridge,1,64,full_dense
27.15720125829468,17.190221187295123,20.788005459653025,1.012590397972106,random_forest,1,64,full_dense
27.697554998509617,18.333523993492125,21.11730636091957,1.079936677634015,xgboost,1,64,full_dense
26.983040221684192,18.1799890129394,20.60830989700575,1.0708926958628306,cnn,1,64,full_dense
27.77098150372044,19.456083595690608,22.130963558233958,1.1460610783588683,lstm,1,64,full_dense
26.862904129126694,18.624047850475048,20.844260844913393,1.097049992509809,gru,1,64,full_dense
27.91191785186303,17.91020260532096,20.79027638582512,1.0550009209472335,rnn,1,64,full_dense
25.596458739442845,15.056249999999999,16.473577587928816,0.8600852922488228,persistence,2,64,full_dense
21.245667793693848,12.65,12.528558745496499,0.7226287386930749,seasonal_naive_15,2,64,full_dense
54.639957218982815,48.06638771186441,36.0593398883858,2.7457828557910586,drift,2,64,full_dense
35.59184510842648,30.015333333333334,30.944003353627096,1.7146199579540613,rolling_mean_15,2,64,full_dense
42.708232798010286,32.22924418604649,38.20954696978267,1.8410891759046557,train_mean,2,64,full_dense
15.78402677115146,12.058676155260809,12.263413534064135,0.6888494814533104,ridge,2,64,full_dense
21.49431959952574,14.823123104398384,17.58597326213387,0.8467679646184649,random_forest,2,64,full_dense
21.074497630847137,13.91009641170502,16.187845439617472,0.7946114960545032,xgboost,2,64,full_dense
19.46010701573125,12.824424858414723,15.163585564099758,0.7325927241027942,cnn,2,64,full_dense
20.22782235541672,13.183375589449591,15.220646477587174,0.7530977133534412,lstm,2,64,full_dense
18.693362601270746,11.814375370146813,13.129708363092712,0.6748938476028238,gru,2,64,full_dense
16.274862183176243,11.047594719649217,11.570774793081794,0.6310916551661967,rnn,2,64,full_dense
27.444173334243462,16.775000000000002,19.61440928128812,0.9920038215652045,persistence,3,64,full_dense
19.774393163887485,13.385625000000001,12.446355961066855,0.7915702625358415,seasonal_naive_15,3,64,full_dense
49.088274562816586,37.71306902985074,45.7673220325386,2.230194253386843,drift,3,64,full_dense
40.23211733318433,35.94708333333333,35.976460681630726,2.1257611946819392,rolling_mean_15,3,64,full_dense
45.277572136973454,34.7218354283054,41.54253078102028,2.0533051228993777,train_mean,3,64,full_dense
18.5932142912451,14.687700022000225,14.704389288068887,0.8685695708988114,ridge,3,64,full_dense
17.587580349828567,13.72704680392198,13.554656846127951,0.811760529853653,random_forest,3,64,full_dense
19.473027453733202,14.733254566192628,14.697092242115547,0.8712634774221213,xgboost,3,64,full_dense
