rmse,mae,mape,mase,model,fold,n_test,base_model,variant,n_parameters
16.74838456707968,11.568354132768718,9.606883480512952,0.7000398798024272,random_forest__default,4,64,random_forest,default,0
26.588426403060044,16.75437582582378,14.257452760463607,1.0245518663617104,random_forest__default,5,64,random_forest,default,0
15.553386148196276,11.074430462893112,10.721663223956647,0.65721911261319,random_forest__default,6,64,random_forest,default,0
21.887536053984043,15.094767705721852,12.939347151272976,0.906178986449114,random_forest__default,7,71,random_forest,default,0
22.01988092366241,12.966661270661607,12.405439416988493,0.754521745465818,random_forest__tuned,0,64,random_forest,tuned,0
21.675311030785288,15.324950990423217,16.474315115842636,0.8735053201986754,random_forest__tuned,1,64,random_forest,tuned,0
20.010504810679322,14.171156169817259,17.401943445883894,0.8139537371519201,random_forest__tuned,2,64,random_forest,tuned,0
14.379099891350917,11.722046458328062,11.673207270600901,0.698566589454632,random_forest__tuned,3,64,random_forest,tuned,0
16.07066576345502,10.871496632778033,8.514135790554283,0.65544405196762,random_forest__tuned,4,64,random_forest,tuned,0
25.18198214254711,16.689976722901974,14.75113143621692,1.027435899891142,random_forest__tuned,5,64,random_forest,tuned,0
14.14888045249241,9.966519998353569,9.889364019484093,0.5927688146835872,random_forest__tuned,6,64,random_forest,tuned,0
22.25056940247144,15.726671062325705,13.112933226675777,0.9472766284133045,random_forest__tuned,7,64,random_forest,tuned,0
18.476873620371236,13.486203851699829,9.13422372484628,0.7817384240270838,xgboost__default_cov,0,64,xgboost,default_cov,0
27.697554998509617,18.333523993492125,21.11730636091957,1.079936677634015,xgboost__default_cov,1,64,xgboost,default_cov,0
21.074497630847137,13.91009641170502,16.187845439617472,0.7946114960545032,xgboost__default_cov,2,64,xgboost,default_cov,0
19.473027453733202,14.733254566192628,14.697092242115547,0.8712634774221213,xgboost__default_cov,3,64,xgboost,default_cov,0
16.938535247502323,12.105493092536927,10.067194304017715,0.7325439584741045,xgboost__default_cov,4,64,xgboost,default_cov,0
25.645254924041335,16.60947136878967,14.51548951252265,1.0156907704043427,xgboost__default_cov,5,64,xgboost,default_cov,0
16.64934290716146,12.219891526699067,11.59170529752387,0.7251972272810248,xgboost__default_cov,6,64,xgboost,default_cov,0
20.22915472298765,14.280307253985336,11.797101959876834,0.8572847628978819,xgboost__default_cov,7,71,xgboost,default_cov,0
18.476873620371236,13.486203851699829,9.13422372484628,0.7817384240270838,xgboost__default,0,64,xgboost,default,0
27.697554998509617,18.333523993492125,21.11730636091957,1.079936677634015,xgboost__default,1,64,xgboost,default,0
21.074497630847137,13.91009641170502,16.187845439617472,0.7946114960545032,xgboost__default,2,64,xgboost,default,0
19.473027453733202,14.733254566192628,14.697092242115547,0.8712634774221213,xgboost__default,3,64,xgboost,default,0
16.938535247502323,12.105493092536927,10.067194304017715,0.7325439584741045,xgboost__default,4,64,xgboost,default,0
25.645254924041335,16.60947136878967,14.51548951252265,1.0156907704043427,xgboost__default,5,64,xgboost,default,0
16.64934290716146,12.219891526699067,11.59170529752387,0.7251972272810248,xgboost__default,6,64,xgboost,default,0
20.22915472298765,14.280307253985336,11.797101959876834,0.8572847628978819,xgboost__default,7,71,xgboost,default,0
20.7601530138822,12.691492614746094,11.71550763131353,0.7385098569599757,xgboost__tuned,0,64,xgboost,tuned,0
20.578627183761984,14.527596201896667,15.366981843711564,0.8280569758418759,xgboost__tuned,1,64,xgboost,tuned,0
19.116475895503534,13.971229906082154,16.46571197113884,0.8024705012344017,xgboost__tuned,2,64,xgboost,tuned,0
14.893776401497888,12.125111489295959,11.98156158482401,0.7225869484433669,xgboost__tuned,3,64,xgboost,tuned,0
17.90591297756826,12.045789027214049,9.191906583680469,0.7262423046096043,xgboost__tuned,4,64,xgboost,tuned,0
25.63697864062372,17.405270466804502,15.1036755692416,1.0714694227446846,xgboost__tuned,5,64,xgboost,tuned,0
15.561598505333361,11.077300634384155,10.585474855381579,0.6588336117343234,xgboost__tuned,6,64,xgboost,tuned,0
23.146260078932368,15.807248797416689,12.864825473389601,0.9521301288724716,xgboost__tuned,7,64,xgboost,tuned,0
20.237468628379162,14.05124726765824,9.845250475045672,0.8144916104949373,cnn_cov__default_cov,0,64,cnn_cov,default_cov,0
44.2636956480539,34.315172227424284,38.73512137173424,2.021336056334734,cnn_cov__default_cov,1,64,cnn_cov,default_cov,0
23.567070125587296,16.985412980010896,17.11575034242443,0.9702883445000993,cnn_cov__default_cov,2,64,cnn_cov,default_cov,0
23.50531904817326,20.0553354125244,20.676061329664822,1.1859892323097574,cnn_cov__default_cov,3,64,cnn_cov,default_cov,0
